tconst,score,focus
tt1612612,2.0,rating
tt2296747,17.0,rating
tt0109784,29.0,rating
tt0109785,8.0,rating
tt0109786,6.0,rating
tt0770814,54.0,rating
tt0157836,70.0,rating
tt6861920,0.0,rating
tt0073722,52.0,rating
tt0157844,12.0,rating
tt0024054,6.0,rating
tt0395804,1.0,rating
tt11531530,18.0,rating
tt0093201,105.0,rating
tt0057664,27.0,rating
tt0157882,11.0,rating
tt11534356,1.0,rating
tt0157913,22.0,rating
tt0157917,5.0,rating
tt4887400,2.0,rating
tt0041807,4.0,rating
tt1612750,2.0,rating
tt0395811,0.0,rating
tt6862078,0.0,rating
tt0057667,103.0,rating
tt0770828,1994.0,rating
tt0041809,2.0,rating
tt0109788,20.0,rating
tt4888834,17.0,rating
tt3300542,765.0,rating
tt0157927,6.0,rating
tt0264394,2.0,rating
tt11534742,0.0,rating
tt0264395,985.0,rating
tt0109793,24.0,rating
tt0264410,19.0,rating
tt0395824,6.0,rating
tt0073726,30.0,rating
tt2296777,765.0,rating
tt0041810,1.0,rating
tt0057669,1.0,rating
tt1153537,3.0,rating
tt0157944,3.0,rating
tt1612768,34.0,rating
tt0264415,5.0,rating
tt1612774,47.0,rating
tt4888982,0.0,rating
tt0770829,21.0,rating
tt0041816,10.0,rating
tt0395932,0.0,rating
tt2296799,43.0,rating
tt0057676,4.0,rating
tt0772105,37.0,rating
tt0109795,68.0,rating
tt0041822,116.0,rating
tt4892682,4.0,rating
tt0772152,4.0,rating
tt0073736,30.0,rating
tt0073739,98.0,rating
tt0157981,2.0,rating
tt0073741,2.0,rating
tt0093206,69.0,rating
tt6862538,33.0,rating
tt0024055,12.0,rating
tt3300712,44.0,rating
tt0264429,67.0,rating
tt0157984,5.0,rating
tt1153546,11.0,rating
tt1612782,110.0,rating
tt2296835,6.0,rating
tt3300874,263.0,rating
tt0772154,0.0,rating
tt4892714,2.0,rating
tt11536072,4.0,rating
tt4892962,3.0,rating
tt0157990,353.0,rating
tt0158011,102.0,rating
tt11536476,1.0,rating
tt3300904,13.0,rating
tt0772157,117.0,rating
tt0024062,5.0,rating
tt0073744,52.0,rating
tt0024067,12.0,rating
tt0024069,15.0,rating
tt4894198,3.0,rating
tt1612793,34.0,rating
tt2296857,8.0,rating
tt0041823,1.0,rating
tt0093207,44.0,rating
tt1153690,16.0,rating
tt0109798,57.0,rating
tt0093209,90.0,rating
tt0073747,138.0,rating
tt0057677,13.0,rating
tt0264446,3.0,rating
tt0024073,34.0,rating
tt0395947,352.0,rating
tt0158030,55.0,rating
tt4895614,7.0,rating
tt0041824,43.0,rating
tt3300932,32.0,rating
tt0024075,14.0,rating
tt0772165,0.0,rating
tt4895628,3.0,rating
tt1153698,4.0,rating
tt3300980,122.0,rating
tt0109800,15.0,rating
tt0772168,140.0,rating
tt0073749,0.0,rating
tt0024078,10.0,rating
tt0093214,51.0,rating
tt0395969,2.0,rating
tt2296935,89.0,rating
tt0073750,1.0,rating
tt0024083,168.0,rating
tt0057678,0.0,rating
tt0264464,3083.0,rating
tt4895668,9.0,rating
tt1613028,3.0,rating
tt3301012,0.0,rating
tt0057681,131.0,rating
tt0073755,5.0,rating
tt0057682,88.0,rating
tt0024087,7.0,rating
tt1153700,27.0,rating
tt0158033,205.0,rating
tt0057683,85.0,rating
tt0772172,6.0,rating
tt0057687,6.0,rating
tt0041826,2.0,rating
tt0109803,18.0,rating
tt0772173,0.0,rating
tt0041827,23.0,rating
tt0093215,149.0,rating
tt0109808,4.0,rating
tt0057692,3.0,rating
tt2297063,98.0,rating
tt4895740,25.0,rating
tt0024090,13.0,rating
tt0264472,748.0,rating
tt0024092,6.0,rating
tt1613031,4.0,rating
tt0073756,15.0,rating
tt0109809,3.0,rating
tt0395972,715.0,rating
tt1613037,22.0,rating
tt3301196,7.0,rating
tt0772174,3.0,rating
tt1613040,68.0,rating
tt0109810,5.0,rating
tt0158092,37.0,rating
tt0264483,292.0,rating
tt0395978,8.0,rating
tt2297108,1.0,rating
tt0057694,16.0,rating
tt3302078,16.0,rating
tt4895790,3.0,rating
tt0024097,10.0,rating
tt0772175,5.0,rating
tt0093217,112.0,rating
tt0073760,126.0,rating
tt0041831,83.0,rating
tt3302594,5.0,rating
tt0264491,2.0,rating
tt0109811,83.0,rating
tt0158117,11.0,rating
tt0772176,17.0,rating
tt1613056,0.0,rating
tt0073762,0.0,rating
tt0109813,428.0,rating
tt11538080,10.0,rating
tt4896340,3.0,rating
tt0057695,8.0,rating
tt0073764,1.0,rating
tt2297164,44.0,rating
tt0158154,52.0,rating
tt0024100,15.0,rating
tt3302654,31.0,rating
tt0093220,38.0,rating
tt0395991,42.0,rating
tt0041838,41.0,rating
tt0264507,4.0,rating
tt0109816,87.0,rating
tt0041841,39.0,rating
tt0264508,63.0,rating
tt0057701,8.0,rating
tt0057706,147.0,rating
tt4896898,16.0,rating
tt6862542,4.0,rating
tt0158213,4.0,rating
tt0109823,293.0,rating
tt1613062,268.0,rating
tt0041847,9.0,rating
tt3302706,461.0,rating
tt0264559,8.0,rating
tt0041855,29.0,rating
tt0264571,86.0,rating
tt0073765,11.0,rating
tt0158302,11.0,rating
tt0073766,57.0,rating
tt0024104,5.0,rating
tt2298186,1.0,rating
tt11542194,5.0,rating
tt0024115,7.0,rating
tt0093225,21.0,rating
tt0772178,25.0,rating
tt1613110,20.0,rating
tt0093227,9.0,rating
tt0073773,9.0,rating
tt1613750,178.0,rating
tt0024120,24.0,rating
tt4896920,28.0,rating
tt0158331,3.0,rating
tt6862864,2.0,rating
tt11542214,11.0,rating
tt1613874,1.0,rating
tt0264603,4.0,rating
tt0093229,56.0,rating
tt11547496,0.0,rating
tt0024122,14.0,rating
tt0158369,196.0,rating
tt4897358,1.0,rating
tt2298224,12.0,rating
tt0772181,64.0,rating
tt0158371,511.0,rating
tt4897596,4.0,rating
tt6863222,59.0,rating
tt0109828,74.0,rating
tt0041857,1.0,rating
tt1614338,0.0,rating
tt0264605,28.0,rating
tt0041859,31.0,rating
tt0041865,5.0,rating
tt6863784,16.0,rating
tt0093231,18.0,rating
tt0041866,45.0,rating
tt3302962,84.0,rating
tt0264606,93.0,rating
tt4897890,8.0,rating
tt0109830,3615.0,rating
tt0158438,87.0,rating
tt6864006,1.0,rating
tt0109831,517.0,rating
tt0093232,17.0,rating
tt0024124,11.0,rating
tt0109834,4.0,rating
tt0772187,9.0,rating
tt0264616,611.0,rating
tt3303020,0.0,rating
tt0073774,13.0,rating
tt0093235,6.0,rating
tt0109835,172.0,rating
tt6864046,63.0,rating
tt3303310,3.0,rating
tt0041870,140.0,rating
tt0057713,0.0,rating
tt0264675,0.0,rating
tt0772193,183.0,rating
tt2298274,1.0,rating
tt1614430,517.0,rating
tt0772197,19.0,rating
tt11547520,9.0,rating
tt0158445,6.0,rating
tt6864088,0.0,rating
tt0057714,12.0,rating
tt0158446,17.0,rating
tt0158449,10.0,rating
tt0041871,21.0,rating
tt0109836,1133.0,rating
tt2298304,310.0,rating
tt0024127,7.0,rating
tt4897908,21.0,rating
tt0024130,27.0,rating
tt0093238,1.0,rating
tt6864090,76.0,rating
tt0024139,9.0,rating
tt0093239,17.0,rating
tt0057715,10.0,rating
tt0264683,35.0,rating
tt4898004,3.0,rating
tt0073775,14.0,rating
tt0041880,1.0,rating
tt1614456,9.0,rating
tt0041882,2.0,rating
tt3303416,1.0,rating
tt11549070,6.0,rating
tt2298338,0.0,rating
tt0109838,287.0,rating
tt0264689,51.0,rating
tt6864588,12.0,rating
tt0158470,3.0,rating
tt1614955,0.0,rating
tt0057716,11.0,rating
tt3303446,22.0,rating
tt0024144,4.0,rating
tt4898530,1.0,rating
tt4898564,24.0,rating
tt1155053,28.0,rating
tt0264710,99.0,rating
tt0109840,15.0,rating
tt0772203,5.0,rating
tt0109842,524.0,rating
tt0093251,0.0,rating
tt0024151,8.0,rating
tt4898602,4.0,rating
tt1614979,11.0,rating
tt1155056,676.0,rating
tt0264761,79.0,rating
tt0073778,12.0,rating
tt0057717,10.0,rating
tt0264792,5.0,rating
tt0109855,27.0,rating
tt0024157,5.0,rating
tt3303630,0.0,rating
tt1614989,348.0,rating
tt0073780,0.0,rating
tt0073781,12.0,rating
tt0024160,12.0,rating
tt0109858,29.0,rating
tt0158489,11.0,rating
tt0772796,6.0,rating
tt1155060,243.0,rating
tt6865630,592.0,rating
tt2298384,20.0,rating
tt3303652,0.0,rating
tt0264820,17.0,rating
tt0093253,186.0,rating
tt6865690,640.0,rating
tt0772888,2.0,rating
tt1155076,683.0,rating
tt1615065,775.0,rating
tt0024161,24.0,rating
tt0158493,52.0,rating
tt0057724,5.0,rating
tt1615075,138.0,rating
tt0073784,79.0,rating
tt0057725,1.0,rating
tt2298394,1003.0,rating
tt0109872,5.0,rating
tt3303728,129.0,rating
tt1155630,7.0,rating
tt0024166,41.0,rating
tt4898730,21.0,rating
tt0024170,24.0,rating
tt0264917,4.0,rating
tt0109884,5.0,rating
tt0264935,698.0,rating
tt0093255,83.0,rating
tt0772892,96.0,rating
tt1615076,3.0,rating
tt0395994,41.0,rating
tt1615147,1017.0,rating
tt6866290,0.0,rating
tt0057805,5.0,rating
tt1155650,16.0,rating
tt2298416,25.0,rating
tt0093258,27.0,rating
tt3303730,215.0,rating
tt6867290,3.0,rating
tt0158501,106.0,rating
tt0073794,22.0,rating
tt0772906,0.0,rating
tt1155651,18.0,rating
tt0773306,45.0,rating
tt0109890,329.0,rating
tt0109891,196.0,rating
tt4898888,29.0,rating
tt0024183,6.0,rating
tt0158508,7.0,rating
tt3304756,0.0,rating
tt0057809,157.0,rating
tt2298465,5.0,rating
tt0024184,81.0,rating
tt1155652,14.0,rating
tt0024188,44.0,rating
tt0073796,239.0,rating
tt0093260,330.0,rating
tt3305060,13.0,rating
tt0093261,9.0,rating
tt6867650,8.0,rating
tt0073797,113.0,rating
tt1615160,503.0,rating
tt0773309,7.0,rating
tt0396030,4.0,rating
tt0024193,16.0,rating
tt0057810,0.0,rating
tt0073800,24.0,rating
tt3305176,18.0,rating
tt4898962,11.0,rating
tt0109893,151.0,rating
tt0158520,198.0,rating
tt0158524,9.0,rating
tt0057811,73.0,rating
tt0396041,0.0,rating
tt0093266,21.0,rating
tt1155696,29.0,rating
tt2298738,1.0,rating
tt6868684,1.0,rating
tt1615480,79.0,rating
tt0109896,7.0,rating
tt0773318,3.0,rating
tt3305308,496.0,rating
tt0057812,36.0,rating
tt0158534,9.0,rating
tt1615840,41.0,rating
tt0073801,1.0,rating
tt0093267,30.0,rating
tt0024199,3.0,rating
tt0265010,143.0,rating
tt0073802,220.0,rating
tt0773747,23.0,rating
tt4899370,408.0,rating
tt0024210,20.0,rating
tt1155705,9.0,rating
tt3305316,154.0,rating
tt2298820,10.0,rating
tt0024211,13.0,rating
tt0073804,2.0,rating
tt1615885,0.0,rating
tt0057813,59.0,rating
tt1615902,3.0,rating
tt0109900,116.0,rating
tt0024214,7.0,rating
tt1155765,18.0,rating
tt0396096,97.0,rating
tt6869362,16.0,rating
tt1155769,19.0,rating
tt6869538,14.0,rating
tt0396112,4.0,rating
tt0158539,6.0,rating
tt11559138,5.0,rating
tt2298990,5.0,rating
tt0158559,2.0,rating
tt3305844,21.0,rating
tt0024216,83.0,rating
tt4899406,24.0,rating
tt0773768,1.0,rating
tt0093268,18.0,rating
tt1615916,12.0,rating
tt0073806,3.0,rating
tt0109905,0.0,rating
tt0057816,1.0,rating
tt0774030,65.0,rating
tt0024219,5.0,rating
tt0265016,3.0,rating
tt0024221,3.0,rating
tt1615918,282.0,rating
tt3306776,57.0,rating
tt0093270,13.0,rating
tt1616085,3.0,rating
tt3306858,12.0,rating
tt11559652,0.0,rating
tt4899510,0.0,rating
tt2299206,14.0,rating
tt0396171,856.0,rating
tt6869782,103.0,rating
tt4899880,20.0,rating
tt0158568,5.0,rating
tt0109906,67.0,rating
tt0073812,104.0,rating
tt2299471,3.0,rating
tt0774106,1.0,rating
tt1616092,0.0,rating
tt0093272,6.0,rating
tt0396176,1.0,rating
tt0093274,20.0,rating
tt0057820,50.0,rating
tt1156067,142.0,rating
tt0024222,27.0,rating
tt0057829,7.0,rating
tt0158579,6.0,rating
tt0073814,1.0,rating
tt0158581,11.0,rating
tt0396184,254.0,rating
tt0396190,553.0,rating
tt0024236,4.0,rating
tt4900708,22.0,rating
tt0093276,6.0,rating
tt2299531,9.0,rating
tt6869820,3.0,rating
tt0158583,75.0,rating
tt0073815,12.0,rating
tt0774756,29.0,rating
tt0396223,7.0,rating
tt0775076,3.0,rating
tt0109912,183.0,rating
tt1156136,20.0,rating
tt0093277,393.0,rating
tt0109913,9.0,rating
tt0057831,61.0,rating
tt0024238,9.0,rating
tt0775080,99.0,rating
tt0073817,107.0,rating
tt2299573,0.0,rating
tt0073829,16.0,rating
tt0093278,256.0,rating
tt0073830,4.0,rating
tt1156143,32.0,rating
tt0158589,4.0,rating
tt3307450,0.0,rating
tt4900716,83.0,rating
tt6872436,14.0,rating
tt2299577,3.0,rating
tt0024239,13.0,rating
tt0396269,1169.0,rating
tt0024240,34.0,rating
tt1616108,3.0,rating
tt0265018,5.0,rating
tt0265029,608.0,rating
tt1156148,8.0,rating
tt0024257,7.0,rating
tt0093284,15.0,rating
tt2299792,1.0,rating
tt0093286,25.0,rating
tt1616194,8.0,rating
tt2299842,70.0,rating
tt0265086,985.0,rating
tt1156170,18.0,rating
tt2299954,6.0,rating
tt0396273,4.0,rating
tt0109916,20.0,rating
tt0024258,9.0,rating
tt1156173,20.0,rating
tt6873546,12.0,rating
tt0775413,0.0,rating
tt0024262,22.0,rating
tt0158609,91.0,rating
tt0024264,63.0,rating
tt4901306,41.0,rating
tt0057834,13.0,rating
tt4901338,13.0,rating
tt0109917,194.0,rating
tt0396401,1.0,rating
tt2300488,8.0,rating
tt6873778,0.0,rating
tt0775417,9.0,rating
tt0073839,0.0,rating
tt1616195,1487.0,rating
tt4901356,12.0,rating
tt0073841,12.0,rating
tt0109920,217.0,rating
tt0093290,2.0,rating
tt0057840,198.0,rating
tt6874254,178.0,rating
tt0265087,322.0,rating
tt3307800,59.0,rating
tt1616203,2.0,rating
tt4901756,4.0,rating
tt1616511,6.0,rating
tt0396445,5.0,rating
tt0073846,6.0,rating
tt0775440,520.0,rating
tt0158610,21.0,rating
tt0109922,12.0,rating
tt1156300,0.0,rating
tt1616533,3.0,rating
tt0057842,12.0,rating
tt0093291,1.0,rating
tt3307852,6.0,rating
tt0093293,22.0,rating
tt0093295,23.0,rating
tt1156311,0.0,rating
tt0024266,0.0,rating
tt2300552,0.0,rating
tt0396456,1.0,rating
tt0109924,0.0,rating
tt0024269,38.0,rating
tt0057844,1.0,rating
tt0775488,132.0,rating
tt6874488,1.0,rating
tt0073847,1.0,rating
tt6876356,3.0,rating
tt0396470,3.0,rating
tt0024276,14.0,rating
tt0024288,4.0,rating
tt3308358,19.0,rating
tt6876488,4.0,rating
tt0265101,19.0,rating
tt1617072,0.0,rating
tt2300783,0.0,rating
tt0396476,49.0,rating
tt0093296,24.0,rating
tt0775489,280.0,rating
tt0073849,3.0,rating
tt0109930,1.0,rating
tt6876788,1.0,rating
tt0043615,41.0,rating
tt0057846,8.0,rating
tt3309136,0.0,rating
tt2300913,8.0,rating
tt0024293,11.0,rating
tt0775529,568.0,rating
tt0265104,39.0,rating
tt1156395,28.0,rating
tt0109933,0.0,rating
tt0093300,335.0,rating
tt0024301,5.0,rating
tt6877164,15.0,rating
tt0109936,312.0,rating
tt0093304,25.0,rating
tt2300975,182.0,rating
tt1617145,7.0,rating
tt0057851,12.0,rating
tt1156396,149.0,rating
tt1156398,1512.0,rating
tt6878038,212.0,rating
tt1156444,24.0,rating
tt1156447,11.0,rating
tt2300995,15.0,rating
tt0109942,37.0,rating
tt0024302,27.0,rating
tt0265107,4.0,rating
tt0265116,9.0,rating
tt0775536,1.0,rating
tt0073854,4.0,rating
tt6878378,27.0,rating
tt1617172,11.0,rating
tt2301059,21.0,rating
tt0093305,33.0,rating
tt4902206,1.0,rating
tt0024307,5.0,rating
tt0073858,44.0,rating
tt0057858,0.0,rating
tt0073864,16.0,rating
tt1617178,12.0,rating
tt2301147,9.0,rating
tt3310280,0.0,rating
tt0024308,19.0,rating
tt0093309,11.0,rating
tt6878382,6.0,rating
tt0073869,8.0,rating
tt2301155,44.0,rating
tt0073870,7.0,rating
tt0093311,170.0,rating
tt4902260,12.0,rating
tt1156464,6.0,rating
tt0775539,83.0,rating
tt1617207,17.0,rating
tt0265129,53.0,rating
tt1617250,3.0,rating
tt1617620,79.0,rating
tt0093315,20.0,rating
tt3310600,13.0,rating
tt4902266,4.0,rating
tt0775543,428.0,rating
tt0073871,13.0,rating
tt1617630,0.0,rating
tt0158628,6.0,rating
tt0024310,0.0,rating
tt4902376,7.0,rating
tt2301165,4.0,rating
tt6878882,19.0,rating
tt1156470,5.0,rating
tt3310896,2.0,rating
tt0073875,7.0,rating
tt0073878,92.0,rating
tt0109949,8.0,rating
tt0109951,174.0,rating
tt0024314,17.0,rating
tt0396555,498.0,rating
tt4902716,99.0,rating
tt0265133,51.0,rating
tt1617636,99.0,rating
tt0158671,7.0,rating
tt1617661,1777.0,rating
tt0158692,48.0,rating
tt2301291,1.0,rating
tt0073879,20.0,rating
tt2301592,80.0,rating
tt4902904,16.0,rating
tt6879318,12.0,rating
tt4903366,8.0,rating
tt0396563,42.0,rating
tt0057864,253.0,rating
tt0043967,17.0,rating
tt0093318,0.0,rating
tt0073880,11.0,rating
tt1618368,18.0,rating
tt4903518,0.0,rating
tt0775552,366.0,rating
tt1156479,11.0,rating
tt6879472,1.0,rating
tt0024320,16.0,rating
tt0265144,36.0,rating
tt3311020,10.0,rating
tt0265148,78.0,rating
tt0057869,127.0,rating
tt0057870,9.0,rating
tt0158714,31.0,rating
tt4905880,4.0,rating
tt0396575,1.0,rating
tt0158717,10.0,rating
tt1156505,11.0,rating
tt0093323,20.0,rating
tt0073882,1.0,rating
tt1618390,31.0,rating
tt2302334,2.0,rating
tt3311146,42.0,rating
tt0265171,78.0,rating
tt0057872,110.0,rating
tt2302416,43.0,rating
tt4906164,1.0,rating
tt0057875,0.0,rating
tt3311176,16.0,rating
tt0073891,52.0,rating
tt0073896,36.0,rating
tt0158719,23.0,rating
tt0057876,0.0,rating
tt0776770,0.0,rating
tt0109958,20.0,rating
tt0396582,9.0,rating
tt0776804,7.0,rating
tt0024325,5.0,rating
tt1618421,17.0,rating
tt2302507,3.0,rating
tt0265188,3.0,rating
tt0057877,72.0,rating
tt0024334,9.0,rating
tt0093333,10.0,rating
tt0109959,421.0,rating
tt0158766,1.0,rating
tt6882604,244.0,rating
tt0776814,0.0,rating
tt4906686,2.0,rating
tt0396587,1.0,rating
tt0777808,4.0,rating
tt0265198,26.0,rating
tt0024339,4.0,rating
tt4906960,37.0,rating
tt6882872,7.0,rating
tt0024353,31.0,rating
tt0093334,1.0,rating
tt1618430,72.0,rating
tt0777837,116.0,rating
tt1156506,128.0,rating
tt0024359,24.0,rating
tt3311988,160.0,rating
tt0777896,1.0,rating
tt0777932,3.0,rating
tt0265208,554.0,rating
tt0073903,15.0,rating
tt4906984,43.0,rating
tt0109962,22.0,rating
tt0158785,0.0,rating
tt0024360,16.0,rating
tt0073905,3.0,rating
tt0073906,259.0,rating
tt1618432,134.0,rating
tt2302531,12.0,rating
tt0777946,3.0,rating
tt0024368,20.0,rating
tt6884380,15.0,rating
tt3312180,240.0,rating
tt0057878,210.0,rating
tt2302583,0.0,rating
tt3312230,0.0,rating
tt0024373,13.0,rating
tt0265232,31.0,rating
tt1618434,588.0,rating
tt0777962,8.0,rating
tt0158792,68.0,rating
tt1156519,41.0,rating
tt0396630,24.0,rating
tt0073911,2.0,rating
tt0778020,14.0,rating
tt0073915,13.0,rating
tt1156527,0.0,rating
tt1618442,813.0,rating
tt0057879,65.0,rating
tt0109965,13.0,rating
tt3312604,10.0,rating
tt0109969,101.0,rating
tt0057883,120.0,rating
tt0265252,4.0,rating
tt0057887,457.0,rating
tt0265260,6.0,rating
tt4907174,2.0,rating
tt1156528,3.0,rating
tt0073918,120.0,rating
tt0093335,14.0,rating
tt3312762,0.0,rating
tt0109981,1.0,rating
tt3312830,534.0,rating
tt0073924,14.0,rating
tt0396637,45.0,rating
tt0024382,11.0,rating
tt0073925,3.0,rating
tt0158811,193.0,rating
tt2302601,5.0,rating
tt1618445,131.0,rating
tt4907206,4.0,rating
tt1618447,15.0,rating
tt0109982,60.0,rating
tt1156531,8.0,rating
tt0093336,12.0,rating
tt0109986,6.0,rating
tt0396652,280.0,rating
tt11566164,5.0,rating
tt0265274,1.0,rating
tt0158827,3.0,rating
tt3312838,0.0,rating
tt0396659,20.0,rating
tt6885804,0.0,rating
tt0093338,1196.0,rating
tt0044696,2.0,rating
tt11566166,25.0,rating
tt3312936,20.0,rating
tt0396684,2.0,rating
tt0778120,0.0,rating
tt4907864,5.0,rating
tt2302641,4.0,rating
tt0024387,3.0,rating
tt0093340,21.0,rating
tt0073933,39.0,rating
tt3313054,0.0,rating
tt0109987,8.0,rating
tt0396688,338.0,rating
tt0109991,20.0,rating
tt11568878,0.0,rating
tt0044725,16.0,rating
tt2302739,2.0,rating
tt4907976,0.0,rating
tt2302755,1096.0,rating
tt0396690,11.0,rating
tt0093341,5.0,rating
tt4908040,7.0,rating
tt0109994,4.0,rating
tt3313066,56.0,rating
tt0158833,62.0,rating
tt0057890,5.0,rating
tt6886080,199.0,rating
tt0073941,9.0,rating
tt0158845,9.0,rating
tt0265298,346.0,rating
tt0093342,115.0,rating
tt0110005,1617.0,rating
tt0073945,8.0,rating
tt6887248,19.0,rating
tt0158855,0.0,rating
tt0778129,8.0,rating
tt1157547,3.0,rating
tt1618450,3.0,rating
tt4908174,6.0,rating
tt6887540,11.0,rating
tt1619016,0.0,rating
tt6887624,8.0,rating
tt1619029,825.0,rating
tt2302945,11.0,rating
tt0024388,5.0,rating
tt0073946,86.0,rating
tt0110006,407.0,rating
tt3313072,55.0,rating
tt0778159,14.0,rating
tt1619037,291.0,rating
tt1157549,7.0,rating
tt0110008,401.0,rating
tt0044753,25.0,rating
tt2302966,40.0,rating
tt0073948,5.0,rating
tt0265307,246.0,rating
tt0093346,1.0,rating
tt0396707,145.0,rating
tt1619277,191.0,rating
tt0057894,5.0,rating
tt4908430,5.0,rating
tt0396735,4.0,rating
tt3313182,145.0,rating
tt0044761,4.0,rating
tt0024396,18.0,rating
tt2302969,46.0,rating
tt0074080,2.0,rating
tt0074083,43.0,rating
tt0074084,342.0,rating
tt0044777,6.0,rating
tt0778596,2.0,rating
tt4908764,0.0,rating
tt0044789,15.0,rating
tt1619281,3.0,rating
tt0396736,7.0,rating
tt0074090,2.0,rating
tt2303110,27.0,rating
tt0093347,63.0,rating
tt6889032,26.0,rating
tt1619622,0.0,rating
tt0057897,17.0,rating
tt0158905,14.0,rating
tt6889806,,rating
tt0396746,16.0,rating
tt0074097,31.0,rating
tt0778631,33.0,rating
tt0044795,2.0,rating
tt0396752,321.0,rating
tt11575534,0.0,rating
tt1619636,0.0,rating
tt0024405,14.0,rating
tt3313324,7.0,rating
tt2303112,12.0,rating
tt6890376,10.0,rating
tt0074102,40.0,rating
tt0158937,222.0,rating
tt0074103,22.0,rating
tt0093348,33.0,rating
tt0396781,12.0,rating
tt0044796,7.0,rating
tt4909602,0.0,rating
tt0265317,2.0,rating
tt0158940,1.0,rating
tt0778641,0.0,rating
tt0158983,1016.0,rating
tt0265332,4.0,rating
tt6890582,56.0,rating
tt0057899,1.0,rating
tt0044811,36.0,rating
tt1157600,0.0,rating
tt0044825,22.0,rating
tt1619832,2.0,rating
tt2303626,2.0,rating
tt0396782,24.0,rating
tt0110022,44.0,rating
tt0159039,6.0,rating
tt6890618,51.0,rating
tt0396816,0.0,rating
tt0044828,26.0,rating
tt4909752,77.0,rating
tt0093349,108.0,rating
tt0044829,176.0,rating
tt3313864,9.0,rating
tt1157601,4.0,rating
tt0265341,22.0,rating
tt2304426,80.0,rating
tt0159060,109.0,rating
tt0074107,6.0,rating
tt4909982,6.0,rating
tt0396818,16.0,rating
tt0778661,228.0,rating
tt1620444,65.0,rating
tt0057905,20.0,rating
tt0265342,5.0,rating
tt6890656,0.0,rating
tt0024414,22.0,rating
tt0057918,19.0,rating
tt0057919,14.0,rating
tt3313908,13.0,rating
tt2304459,31.0,rating
tt4909984,17.0,rating
tt0110024,36.0,rating
tt0057920,11.0,rating
tt0778671,0.0,rating
tt3314376,5.0,rating
tt0265343,58.0,rating
tt11576058,59.0,rating
tt0093354,28.0,rating
tt0044830,3.0,rating
tt0396834,1.0,rating
tt0044837,312.0,rating
tt0159095,2.0,rating
tt0074108,24.0,rating
tt6891516,0.0,rating
tt3314622,1.0,rating
tt11576124,172.0,rating
tt0778695,12.0,rating
tt1157631,7.0,rating
tt2304573,15.0,rating
tt0044838,3.0,rating
tt0159097,575.0,rating
tt0110027,80.0,rating
tt6891976,1.0,rating
tt6892206,23.0,rating
tt4910232,12.0,rating
tt0024418,16.0,rating
tt0778749,6.0,rating
tt0159101,59.0,rating
tt0265349,393.0,rating
tt0778784,23.0,rating
tt0044847,25.0,rating
tt0093367,28.0,rating
tt0110029,73.0,rating
tt0093368,0.0,rating
tt6892250,1.0,rating
tt0024421,18.0,rating
tt0024426,11.0,rating
tt6892276,22.0,rating
tt0057924,47.0,rating
tt0044849,11.0,rating
tt11581264,1.0,rating
tt2304655,20.0,rating
tt0396882,1.0,rating
tt0074110,2.0,rating
tt0265357,1.0,rating
tt0159103,88.0,rating
tt0778899,3.0,rating
tt0093371,38.0,rating
tt4911656,8.0,rating
tt1620449,199.0,rating
tt0044850,2.0,rating
tt0779722,2.0,rating
tt0057926,8.0,rating
tt1620464,0.0,rating
tt0396890,2.0,rating
tt0159233,66.0,rating
tt3315342,1994.0,rating
tt0396912,0.0,rating
tt0093378,86.0,rating
tt0110034,46.0,rating
tt6892340,28.0,rating
tt0265417,2.0,rating
tt1620466,13.0,rating
tt0024433,6.0,rating
tt2304662,2.0,rating
tt0159251,22.0,rating
tt0024435,41.0,rating
tt0110036,37.0,rating
tt1620549,3.0,rating
tt0074113,42.0,rating
tt6892400,35.0,rating
tt0074114,19.0,rating
tt0779766,7.0,rating
tt1620604,25.0,rating
tt0044851,16.0,rating
tt0396955,33.0,rating
tt4911780,1.0,rating
tt0057930,2.0,rating
tt0044852,31.0,rating
tt0159259,11.0,rating
tt0044855,16.0,rating
tt1620620,17.0,rating
tt3315380,4.0,rating
tt0057933,52.0,rating
tt3315656,13.0,rating
tt0044857,8.0,rating
tt0057935,33.0,rating
tt0159270,55.0,rating
tt0074119,437.0,rating
tt0265436,48.0,rating
tt4911876,73.0,rating
tt11584724,0.0,rating
tt0779768,13.0,rating
tt6892446,7.0,rating
tt0024443,4.0,rating
tt0044859,19.0,rating
tt2304771,454.0,rating
tt0159272,17.0,rating
tt0159273,610.0,rating
tt0265452,18.0,rating
tt0396962,13.0,rating
tt1158700,49.0,rating
tt1620680,752.0,rating
tt0396963,2.0,rating
tt0780002,5.0,rating
tt1620719,45.0,rating
tt0093383,3.0,rating
tt0057936,13.0,rating
tt11588714,2.0,rating
tt6892462,85.0,rating
tt0265459,776.0,rating
tt0074121,15.0,rating
tt2304835,8.0,rating
tt1620772,3.0,rating
tt0780033,4.0,rating
tt0024444,0.0,rating
tt0397039,0.0,rating
tt0110044,629.0,rating
tt1158889,15.0,rating
tt0057937,3.0,rating
tt0093389,262.0,rating
tt4911940,61.0,rating
tt0265496,0.0,rating
tt4911996,285.0,rating
tt0093393,142.0,rating
tt4912452,12.0,rating
tt0093402,4.0,rating
tt0780035,3.0,rating
tt0110045,36.0,rating
tt6892950,0.0,rating
tt0074123,12.0,rating
